cod_ncm;nom_categoria;desc_ncm;ignore1;ignore2;ignore3;ignore4;ignore5;
85279200;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85279200 - OUTS.REC.Ñ COM.C/AP.GRAV/REP,COMB.C/RELÓGIO;;;;;;
85279910;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85279910 - AMPLIFICADOR COM SINTONIZADOR (#RECEIVER#);;;;;;
85279990;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85279990 - OUTS.AP.RECP.RADIODIF.C/RADIOTEL.-RADIOTELEG.;;;;;;
85284110;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85284110 - UNID.D/SAÍDA P/VÍDEO,C/TUBO RAIOS CATÓD.MON.;;;;;;
85284120;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85284120 - UNID.D/SAÍDA P/VÍDEO,C/TUBO RAIOS CAT/POLICR.;;;;;;
85284210;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";Novo NCM;;;;;;
85284220;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";Novo NCM;;;;;;
85284910;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85284910 - MONITORES C/TUBO D/RAIOS CATÓD. MONOCROMÁTICOS.;;;;;;
85284921;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85284921 - MONITORES DE VÍDEO,CORES,C/SEL.VARREDURA;;;;;;
85284929;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85284929 - MONITORES C/TUBO D/RAIOS CATÓD. POLICROMÁTICOS;;;;;;
85285110;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85285110 - OUTS.MON.UTIL.C/MÁQ.AUT.PROC.POS.84.71,MONOCROMÁTICOS;;;;;;
85285120;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85285120 - OUTS.MON.UTIL.C/MÁQ.AUT.PROC.POS.84.71,POLICROMÁTICOS;;;;;;
85285210;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";Novo NCM;;;;;;
85285220;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";Novo NCM;;;;;;
85285910;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85285910 - OUTROS MONITORES MONOCROMÁTICOS;;;;;;
85285920;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85285920 - OUTROS MONITORES POLICROMÁTICOS;;;;;;
85286100;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85286100 - PROJETORES UTIL.SIST.AUTOM. P/PROCES. D/DADOS POS.84.71;;;;;;
85286200;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";Novo NCM;;;;;;
85286910;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85286910 - OUTS.PROJETS.C/TECNOL.DISPOS.DIGIT.MICROESP.(DMD);;;;;;
85286990;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85286990 - OUTROS PROJETORES;;;;;;
85287111;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85287111 - REC.DEC.INTEG.,S/SAÍDA RADIOFR.C/SAÍDA ÁUDIO;;;;;;
85287119;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85287119 - OUTS.REC.DEC.INTEG.SIN.DIG.D/VÍDEO COD.,CORES;;;;;;
85287190;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85287190 - OUTS.APAR.REC.D/TELEV.MM.COMB.C/OUTS.CORES;;;;;;
85287200;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85287200 - OUTROS APAR.REC.D/TELEV. EM CORES;;;;;;
85287300;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85287300 - OUTS.APAR. REC.D/TV.PRETO/BRANCO/MONOCROMOS;;;;;;
85291011;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85291011 - ANTENAS C/REFLET.PARABÓLICO EXC.TEL.CELULAR;;;;;;
85291019;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85291019 - OUTS.ANTENAS EXC.P/TELEFONES CELULARES;;;;;;
85291090;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85291090 - OUTS.ANTENAS E REFLETOR DE ANTENA QQ.TIPO;;;;;;
85299011;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85299011 - GABINETES,BASTIDORES P/APS.TRANSM./RECPTS.;;;;;;
85299012;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85299012 - CIRC.IMPRESS.MONT.P/APRS.TRANSMISS/RECEPT.;;;;;;
85299019;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85299019 - OUTS.PARTES P/APARS.TRANSMIS./RECEPTORES;;;;;;
85299020;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85299020 - OUTS.PARTS.P/APS.RECEPT.RADIODIF.,TELEV.ETC.;;;;;;
85299030;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85299030 - OUTS.PARTS.P/APS.RADIODETEC./RADIOSSONDAG.;;;;;;
85299040;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85299040 - OUTRAS PARTES DE APARELHOS DE RADIONAVEGAÇÃO;;;;;;
85299090;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85299090 - OUTS.PARTS.P/AP.RADIOTELEC./CÂMERS.TV/VÍDEO;;;;;;
85301010;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85301010 - APAR.ELÉT.DIGIT.P/CONTR/TRÁFEGO VIAS FÉRREAS;;;;;;
85301090;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85301090 - OUTS.APAR.P/VIAS FÉRREAS OU SEMELHANTES;;;;;;
85308010;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85308010 - APAR.ELÉTR.DIGIT.P/CONTR.TRÁFEGO D/AUTOMOTS.;;;;;;
85308090;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85308090 - OUTS.AP.ELÉT.SINALIZ.ETC.P/VIAS TERRESTS.ETC;;;;;;
85309000;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85309000 - PART.AP.ELÉT.D/SINAL.ETC.P/VIAS FÉRREAS,ETC.;;;;;;
85311010;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85311010 - ALARMES CONTRA INCÊNDIO/SOBREAQUECIMENTO;;;;;;
85311090;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85311090 - OUTS.AP.ELÉT.D/ALARME,P/PROT.ROUBO/INCÊNDIO;;;;;;
85312000;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85312000 - PAINÉIS INDIC.C/DISP.CRIST.LÍQ/DIODOS EMISS.D/LUZ;;;;;;
85318000;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85318000 - OUTS.APRS.ELÉT.D/SINALIZ.ACÚSTICA OU VISUAL;;;;;;
85319000;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85319000 - PART.APRS.ELÉT.D/SINALIZ.ACÚSTICA OU VISUAL;;;;;;
85321000;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85321000 - CONDENS.FIXOS 50/60HZ,P/POT.IGUAL/SUP.0,5KVAR;;;;;;
85322111;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322111 - COND.D/TÂNTALO P/MONT.EM SUP.C/TENS.<= 125V;;;;;;
85322119;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322119 - OUTS.COND.TÂNTALO P/MONT.EM SUPERFÍCIE (SMD);;;;;;
85322190;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322190 - OUTS.CONDENSADORES FIXOS ELÉTR.D/TÂNTALO;;;;;;
85322200;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322200 - CONDENSADORES FIXOS ELETROLÍTICOS ALUMÍNIO;;;;;;
85322310;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322310 - COND.C/DIELÉTR.D/CER.1CAM.P/MONT.SUPERF.SMD;;;;;;
85322390;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322390 - OUTS.COND.C/DIELÉTR.D/CERÂM.D/1 CAMADA;;;;;;
85322410;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322410 - COND.D/CERÂM.,CAMADAS MÚLT.P/MONT.SUP.(SMD);;;;;;
85322490;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322490 - OUTS.CONDENSAD.FIXOS C/DIELÉTR.CERÂMICA;;;;;;
85322510;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322510 - COND.C/DIELÉT.D/PAPEL,PLÁST.P/MONT.SUP.(SMD);;;;;;
85322590;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322590 - OUTS.CONDENSADORS.C/DIELÉTRICO D/PAP./PLÁST.;;;;;;
85322910;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322910 - OUTS.CONDENSADORES FIXOS,D/MONT.SUP.(SMD);;;;;;
85322990;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85322990 - OUTROS CONDENSADORES FIXOS,ELÉTRICOS;;;;;;
85323010;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85323010 - COND.VARIÁVEIS/AJUSTÁVEIS MONT.SUPERF.(SMD);;;;;;
85323090;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85323090 - OUTS.CONDENSADORES AJUSTÁVEIS OU VARIÁVEIS;;;;;;
85329000;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85329000 - PARTES DE CONDENSADORES ELÉTRICOS;;;;;;
85331000;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85331000 - RESISTÊNCIAS FIXAS CARBONO,AGLOM./CAMADAS;;;;;;
85332110;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85332110 - RESISTÊNCIAS FIXAS POT.NÃO SUP.20W, DE FIO;;;;;;
85332120;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85332120 - OUTS.RES.FIXAS P/MONT.SUPERF.(SMD)POT.<20W;;;;;;
85332190;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85332190 - OUTRAS RESIST.FIXAS POT.NÃO SUPERIOR 20W;;;;;;
85332900;"MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS, E SUAS PARTES; APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE SOM, APARELHOS DE GRAVAÇÃO OU DE REPRODUÇÃO DE IMAGENS E DE SOM EM TELEVISÃO, E SUAS PARTES E ACESSÓRIOS";85332900 - OUTRAS RESISTÊNCIAS FIXAS;;;;;;
